ticker,index,name
EBSB,RUSSELL2000,Meridian Interstate Bancorp
EBTC,RUSSELL2000,Enterprise Bancorp Inc
ECHO,RUSSELL2000,Echo Global Logistics
ECL,SP500,
ECOL,RUSSELL2000,US Ecology
ECOM,RUSSELL2000,Channeladvisor Corp
ECPG,RUSSELL2000,Encore Capital Group Inc
ECR,RUSSELL2000,Eclipse Resources Corp
ECYT,RUSSELL2000,Endocyte Inc
ED,SP500,
EDE,RUSSELL2000,Empire District Electric Company
EDR,RUSSELL2000,Education Realty Trust Inc
EE,RUSSELL2000,El Paso Electric Company
EEFT,RUSSELL2000,Euronet Worldwide
EFII,RUSSELL2000,Electronics For Imaging
EFSC,RUSSELL2000,Enterprise Financial Services Corp
EFX,SP500,
EGBN,RUSSELL2000,Eagle Bancorp
EGHT,RUSSELL2000,8X8 Inc
EGL,RUSSELL2000,Engility Holdings Inc. Common
EGLE,RUSSELL2000,Eagle Bulk Shipping Inc
EGOV,RUSSELL2000,Nic Inc
EGP,RUSSELL2000,Eastgroup Properties
EGRX,RUSSELL2000,Eagle Pharmaceuticals Inc
EHTH,RUSSELL2000,Ehealth Inc
EIG,RUSSELL2000,Employers Holdings Inc
EIGI,RUSSELL2000,Endurance International Group H
EIX,SP500,
EL,SP500,
ELGX,RUSSELL2000,Endologix Inc
ELLI,RUSSELL2000,Ellie Mae Inc
ELNK,RUSSELL2000,Earthlink Inc
ELRC,RUSSELL2000,Electro Rent Corp
ELY,RUSSELL2000,Callaway Golf Company
EMC,SP500,
EMCI,RUSSELL2000,EMC Insurance Group
EME,RUSSELL2000,Emcor Group
EMKR,RUSSELL2000,Emcore Corp
EMN,SP500,
EMR,SP500,
ENOC,RUSSELL2000,Enernoc Inc
ENPH,RUSSELL2000,Enphase Energy Inc
ENS,RUSSELL2000,Enersys Inc
ENSG,RUSSELL2000,The Ensign Group
ENT,RUSSELL2000,Global Eagle Entertainment Inc
ENTA,RUSSELL2000,Enanta Pharmaceuticals Inc
ENTG,RUSSELL2000,Entegris Inc
ENTL,RUSSELL2000,Entellus Medical Inc
ENV,RUSSELL2000,Envestnet Inc
ENVA,RUSSELL2000,Enova International Inc. Commo
EOG,SP500,
EPAM,RUSSELL2000,Epam Systems Inc
EPAY,RUSSELL2000,Bottomline Technologies
EPIQ,RUSSELL2000,Epiq Systems
EPM,RUSSELL2000,Evolution Petroleum Corp
EPR,RUSSELL2000,Entertainment Properties Trust
EPZM,RUSSELL2000,Epizyme Inc
EQR,SP500,
EQT,SP500,
EQY,RUSSELL2000,Equity One
ERA,RUSSELL2000,Era Group Inc. Common Stock W
ERI,RUSSELL2000,Eldorado Resorts Inc
ERN,RUSSELL2000,Erin Energy Corp
EROS,RUSSELL2000,Eros International Plc
ESCA,RUSSELL2000,Escalade Inc
ESE,RUSSELL2000,Esco Technologies Inc
ESGR,RUSSELL2000,Enstar Group Ltd
ESL,RUSSELL2000,Esterline Technologies Corp
ESND,RUSSELL2000,Essendant Inc
ESNT,RUSSELL2000,Essent Group Ltd
ESPR,RUSSELL2000,Esperion Therapeutics Inc
ESRX,SP500,
ESTE,RUSSELL2000,Earthstone Energy
ESV,SP500,
ETFC,SP500,
ETH,RUSSELL2000,Ethan Allen Interiors Inc
ETM,RUSSELL2000,Entercom Communications Corp
ETN,SP500,
ETR,SP500,
ETSY,RUSSELL2000,Etsy Inc
EVC,RUSSELL2000,Entravision Communications Corp
EVDY,RUSSELL2000,Everyday Health Inc
EVER,RUSSELL2000,Everbank Financial Corp
EVLV,RUSSELL2000,Evine Live Inc
EVR,RUSSELL2000,Evercore Partners Inc
EVTC,RUSSELL2000,Evertec Inc. Common Stock
EW,SP500,
EXAC,RUSSELL2000,Exactech Inc
EXAM,RUSSELL2000,Examworks Group
EXAR,RUSSELL2000,Exar Corp
EXAS,RUSSELL2000,Exact Sciences Corp
EXC,SP500,
EXEL,RUSSELL2000,Exelixis Inc
EXLS,RUSSELL2000,Exlservice Holdings
EXPD,SP500,
EXPE,SP500,
EXPO,RUSSELL2000,Exponent Inc
EXPR,RUSSELL2000,Express Inc
EXTR,RUSSELL2000,Extreme Networks
EXXI,RUSSELL2000,Energy Xxi [Bermuda] Ltd
EYES,RUSSELL2000,Second Sight Medical Products
EZPW,RUSSELL2000,Ezcorp Inc
F,SP500,
FAF,RUSSELL2000,First American Corp
FARM,RUSSELL2000,Farmer Brothers Company
FARO,RUSSELL2000,Faro Technologies
FAST,SP500,
FBC,RUSSELL2000,Flagstar Bancorp
FBIZ,RUSSELL2000,First Business Financial Services
FBNC,RUSSELL2000,First Bancorp
FBNK,RUSSELL2000,First Connecticut Bancorp Inc
FBP,RUSSELL2000,First Bancorp
FC,RUSSELL2000,Franklin Covey Company
FCB,RUSSELL2000,Fcb Financial Holdings Inc
FCBC,RUSSELL2000,First Community Bancshares
FCEL,RUSSELL2000,Fuelcell Energy
FCF,RUSSELL2000,First Commonwealth Financial Corp
FCFS,RUSSELL2000,First Cash Financial Services
FCH,RUSSELL2000,Felcor Lodging Trust Inc
FCN,RUSSELL2000,Fti Consulting
FCNCA,RUSSELL2000,First Citizens Bancshares
FCS,RUSSELL2000,Fairchild Semiconductor International
FCSC,RUSSELL2000,Fibrocell Science
FCX,SP500,
FDEF,RUSSELL2000,First Defiance Financial
FDML,RUSSELL2000,Federal-Mogul Corp
FDO,SP500,
FDP,RUSSELL2000,Fresh Del Monte Produce
FDX,SP500,
FE,SP500,
FEIC,RUSSELL2000,Fei Company
FELE,RUSSELL2000,Franklin Electric Co
FENX,RUSSELL2000,Fenix Parts Inc
FET,RUSSELL2000,Forum Energy Technologies Inc
FF,RUSSELL2000,Futurefuel Corp
FFBC,RUSSELL2000,First Financial Bancorp
FFG,RUSSELL2000,Fbl Financial Group
FFIC,RUSSELL2000,Flushing Financial Corp
FFIN,RUSSELL2000,First Financial Bankshares
FFIV,SP500,
FFKT,RUSSELL2000,Farmers Capital Bank Corp
FGEN,RUSSELL2000,Fibrogen Inc
FGL,RUSSELL2000,Fidelity & Guaranty
FHN,SP500,
FIBK,RUSSELL2000,First Interstate Bancsystem
FICO,RUSSELL2000,Fair Isaac and Company Inc
FII,SP500,
FINL,RUSSELL2000,The Finish Line
FIS,SP500,
FISI,RUSSELL2000,Financial Institutions
FISV,SP500,
FITB,SP500,
FIVE,RUSSELL2000,Five Below Inc
FIVN,RUSSELL2000,Five9 Inc
FIX,RUSSELL2000,Comfort Systems USA
FIZZ,RUSSELL2000,National Beverage
FLDM,RUSSELL2000,Fluidigm Corp
FLIC,RUSSELL2000,The First of Long Island Corp
FLIR,SP500,
FLKS,RUSSELL2000,Flex Pharma Inc
FLR,SP500,
FLS,SP500,
FLTX,RUSSELL2000,Fleetmatics Group Plc
FLWS,RUSSELL2000,1-800 Flowers.Com
FLXN,RUSSELL2000,Flexion Therapeutics Inc
FLXS,RUSSELL2000,Flexsteel Industries
FMBI,RUSSELL2000,First Midwest Bancorp
FMC,SP500,
FMER,RUSSELL2000,Firstmerit Corp
FMI,RUSSELL2000,Foundation Medicine Inc
FMSA,RUSSELL2000,Fmsa Holdings Inc
FN,RUSSELL2000,Fabrinet
FNB,RUSSELL2000,F.N.B. Corp
FNBC,RUSSELL2000,First Nbc Bank Holding Company
FNFV,RUSSELL2000,Fnfv Group of Fidelity National
FNGN,RUSSELL2000,Financial Engines
FNHC,RUSSELL2000,Federated National Holding Company
FNLC,RUSSELL2000,First Bancorp Inc [Me]
FNSR,RUSSELL2000,Finisar Corp
FOE,RUSSELL2000,Ferro Corp
FOLD,RUSSELL2000,Amicus Therapeutics
FOMX,RUSSELL2000,Foamix Pharmaceuticals Ltd
FOR,RUSSELL2000,Forestar Group Inc
FORM,RUSSELL2000,Formfactor
FORR,RUSSELL2000,Forrester Research
FOSL,SP500,
FOXF,RUSSELL2000,Fox Factory Holding Corp
FPO,RUSSELL2000,First Potomac Realty Trust
FPRX,RUSSELL2000,Five Prime Therapeutics Inc
FR,RUSSELL2000,First Industrial Realty Trust
FRAN,RUSSELL2000,Francesca's Holdings Corporatio
FRED,RUSSELL2000,Fred's Inc
FRGI,RUSSELL2000,Fiesta Restaurant Group Inc
FRM,RUSSELL2000,Furmanite Corp
FRME,RUSSELL2000,First Merchants Corp
FRO,RUSSELL2000,Frontline Ltd
FRP,RUSSELL2000,Fairpoint Communications
FRPH,RUSSELL2000,Frp Holdings Inc
FRPT,RUSSELL2000,Freshpet Inc
FRSH,RUSSELL2000,Papa Murphys Holdings Inc
FRX,SP500,
FSAM,RUSSELL2000,Fifth Street Asset Management I
FSB,RUSSELL2000,Franklin Financial Network Inc
FSLR,SP500,
FSP,RUSSELL2000,Franklin Street Properties
FSS,RUSSELL2000,Federal Signal Corp
FSTR,RUSSELL2000,L.B. Foster Company
FTD,RUSSELL2000,Ftd Companies Inc
FTI,SP500,
FTK,RUSSELL2000,Flotek Industries
FTR,SP500,
FUEL,RUSSELL2000,Rocket Fuel Inc
FUL,RUSSELL2000,H. B. Fuller Company
FULT,RUSSELL2000,Fulton Financial Corp
FVE,RUSSELL2000,Five Star Quality Care
FWM,RUSSELL2000,Fairway Group Holdings Corp
FWRD,RUSSELL2000,Forward Air Corp
FXCB,RUSSELL2000,Fox Chase Bancorp
GABC,RUSSELL2000,German American Bancorp
GALE,RUSSELL2000,Galena Biopharma
GAS,SP500,
GB,RUSSELL2000,Greatbatch
GBCI,RUSSELL2000,Glacier Bancorp
GBL,RUSSELL2000,Gamco Investors
GBLI,RUSSELL2000,Global Indemnity Plc
GBNK,RUSSELL2000,Guaranty Bancorp
GBX,RUSSELL2000,Greenbrier Companies
GCAP,RUSSELL2000,Gain Capital Holdings
GCI,SP500,
GCO,RUSSELL2000,Genesco Inc
GD,SP500,
GDOT,RUSSELL2000,Green Dot Corp
GE,SP500,
GEF,RUSSELL2000,Greif Bros. Corp
GEN,RUSSELL2000,Genesis Healthcare Inc
GEO,RUSSELL2000,Geo Group Inc
GEOS,RUSSELL2000,Oyo Geospace Corp
GERN,RUSSELL2000,Geron Corp
GES,RUSSELL2000,Guess Inc
GFF,RUSSELL2000,Griffon Corp
GHDX,RUSSELL2000,Genomic Health
GHL,RUSSELL2000,Greenhill & Co. Inc
GHM,RUSSELL2000,Graham Corp
GIII,RUSSELL2000,G-III Apparel Group
GILD,SP500,
GIMO,RUSSELL2000,Gigamon Inc
GIS,SP500,
GK,RUSSELL2000,G&K Services
GLDD,RUSSELL2000,Great Lakes Dredge & Dock Corp
GLF,RUSSELL2000,Gulfmark Offshore
GLOB,RUSSELL2000,Globant S.A.
GLOG,RUSSELL2000,Gaslog Ltd
GLRE,RUSSELL2000,Greenlight Capital Re
GLT,RUSSELL2000,Glatfelter
GLUU,RUSSELL2000,Glu Mobile Inc
GLW,SP500,
GME,SP500,
GMED,RUSSELL2000,Globus Medical Inc
GNBC,RUSSELL2000,Green Bancorp Inc
GNCA,RUSSELL2000,Genocea Biosciences Inc
GNCMA,RUSSELL2000,General Communication
GNE,RUSSELL2000,Genie Energy Ltd. Class B Commo
GNMK,RUSSELL2000,Genmark Diagnostics
GNRC,RUSSELL2000,Generac Holdings Inc
GNW,SP500,
GOGL,RUSSELL2000,Golden Ocean Group Ltd
GOGO,RUSSELL2000,Gogo Inc
GOOD,RUSSELL2000,Gladstone Commercial Corp
GOOG,SP500,
GOV,RUSSELL2000,Government Properties Income Trust
GPC,SP500,
GPI,RUSSELL2000,Group 1 Automotive
GPRE,RUSSELL2000,Green Plains Renewable Energy
GPS,SP500,
GPT,RUSSELL2000,Gramercy Property Trust
GPX,RUSSELL2000,Gp Strategies Corp
GRBK,RUSSELL2000,Green Brick Partners Inc
GRC,RUSSELL2000,Gorman-Rupp Company
GRUB,RUSSELL2000,Grubhub Inc
GS,SP500,
GSAT,RUSSELL2000,Globalstar
GSBC,RUSSELL2000,Great Southern Bancorp
GSIG,RUSSELL2000,Gsi Group Inc
GSM,RUSSELL2000,Globe Specialty Metals Inc
GST,RUSSELL2000,Gastar Exploration
GT,SP500,
GTLS,RUSSELL2000,Chart Industries
GTN,RUSSELL2000,Gray Television
GTS,RUSSELL2000,Triple-S Management Corp
GTT,RUSSELL2000,Global Telcom & Technology Inc
GTY,RUSSELL2000,Getty Realty Corp
GUID,RUSSELL2000,Guidance Software
GVA,RUSSELL2000,Granite Construction Inc
GWB,RUSSELL2000,Great Western Bancorp Inc
GWRE,RUSSELL2000,Guidewire Software Inc. Common
GWW,SP500,
HA,RUSSELL2000,Hawaiian Holdings
HABT,RUSSELL2000,The Habit Restaurants Inc
HAE,RUSSELL2000,Haemonetics Corp
HAFC,RUSSELL2000,Hanmi Financial Corp
HAL,SP500,
HALL,RUSSELL2000,Hallmark Financial Services
HALO,RUSSELL2000,Halozyme Therapeutics
HAR,SP500,
HAS,SP500,
HASI,RUSSELL2000,Hannon Armstrong Sustainable In
HAWK,RUSSELL2000,Blackhawk Network Holdings Inc
HAYN,RUSSELL2000,Haynes International
HBAN,SP500,
HBHC,RUSSELL2000,Hancock Holding Company
HBIO,RUSSELL2000,Harvard Bioscience
HBNC,RUSSELL2000,Horizon Bancorp [In]
HCBK,SP500,
HCCI,RUSSELL2000,Heritage-Crystal Clean
HCHC,RUSSELL2000,Hc2 Holdings Inc
HCI,RUSSELL2000,Homeowners Choice
HCKT,RUSSELL2000,The Hackett Group
HCN,SP500,
HCOM,RUSSELL2000,Hawaiian Telcom Hold
HCP,SP500,
HCSG,RUSSELL2000,Healthcare Services Group
HD,SP500,
HDP,RUSSELL2000,Hortonworks Inc
HEES,RUSSELL2000,H&E Equipment Services
HEI,RUSSELL2000,Heico Corp
HEI-A,RUSSELL2000,Heico Cp Cl A
HELE,RUSSELL2000,Helen of Troy Ltd
HEOP,RUSSELL2000,Heritage Oaks Bancorp
HES,SP500,
HF,RUSSELL2000,HFF Inc
HFWA,RUSSELL2000,Heritage Financial Corp
HGR,RUSSELL2000,Hanger Orthopedic Group
HHS,RUSSELL2000,Harte-Hanks
HI,RUSSELL2000,Hillenbrand Inc
HIBB,RUSSELL2000,Hibbett Sports
HIFR,RUSSELL2000,Infrareit Inc
HIFS,RUSSELL2000,Hingham Institution For Savings
HIG,SP500,
HIL,RUSSELL2000,Hill International
HIVE,RUSSELL2000,Aerohive Networks Inc
HIW,RUSSELL2000,Highwoods Properties
HK,RUSSELL2000,Halcon Resources
HL,RUSSELL2000,Hecla Mining Company
HLIT,RUSSELL2000,Harmonic Inc
HLS,RUSSELL2000,Healthsouth Corp
HLTH,RUSSELL2000,Nobilis Health Corp
HLX,RUSSELL2000,Helix Energy Solutions Group
HMHC,RUSSELL2000,Houghton Mifflin Harcourt C
HMN,RUSSELL2000,Horace Mann Educators Corp
HMPR,RUSSELL2000,Hampton Roads Bankshares Inc
HMST,RUSSELL2000,Homestreet Inc
HMSY,RUSSELL2000,Hms Holdings Corp
HMTV,RUSSELL2000,Hemisphere Media
HNH,RUSSELL2000,Handy & Harman Ltd
HNI,RUSSELL2000,Hon Industries Inc
HNRG,RUSSELL2000,Hallador Energy Company
HNZ,SP500,
HOFT,RUSSELL2000,Hooker Furniture Corp
HOG,SP500,
HOMB,RUSSELL2000,Home Bancshares
HON,SP500,
HOS,RUSSELL2000,Hornbeck Offshore Services
HOT,SP500,
HOV,RUSSELL2000,Hovnanian Enterprises Inc
HP,SP500,
HPP,RUSSELL2000,Hudson Pacific Properties
HPQ,SP500,
HPY,RUSSELL2000,Heartland Payment Systems
HQY,RUSSELL2000,Healthequity Inc
HR,RUSSELL2000,Healthcare Realty Trust Inc
HRB,SP500,
HRG,RUSSELL2000,Harbinger Group Inc
HRL,SP500,
HRS,SP500,
HRTG,RUSSELL2000,Heritage Insurance Holdings
HRTX,RUSSELL2000,Heron Therapeutics Inc
HSC,RUSSELL2000,Harsco Corp
HSII,RUSSELL2000,Heidrick & Struggles International
HSKA,RUSSELL2000,Heska Corp
HSNI,RUSSELL2000,HSN Inc
HSP,SP500,
HST,SP500,
HSTM,RUSSELL2000,Healthstream Inc
HSY,SP500,
HT,RUSSELL2000,Hersha Hospitality Trust
HTBI,RUSSELL2000,Hometrust Bancshares Inc
HTBK,RUSSELL2000,Heritage Commerce Corp
HTH,RUSSELL2000,Hilltop Holdings Inc
HTLD,RUSSELL2000,Heartland Express
HTLF,RUSSELL2000,Heartland Financial USA
HTS,RUSSELL2000,Hatteras Financial Corp
HTWR,RUSSELL2000,Heartware International
HUBG,RUSSELL2000,Hub Group
HUBS,RUSSELL2000,Hubspot Inc
HUM,SP500,
HURC,RUSSELL2000,Hurco Companies
HURN,RUSSELL2000,Huron Consulting Group Inc
HVT,RUSSELL2000,Haverty Furniture Companies
HW,RUSSELL2000,Headwaters Inc
HWAY,RUSSELL2000,Healthways Inc
HWKN,RUSSELL2000,Hawkins Inc
HY,RUSSELL2000,Hyster-Yale Materials Handling
HYH,RUSSELL2000,Halyard Health Inc. Common Sto
HZO,RUSSELL2000,Marinemax Inc
I,RUSSELL2000,Intelsat S.A. Common Shares
IART,RUSSELL2000,Integra Lifesciences Holdings Corp
IBCP,RUSSELL2000,Independent Bank Corp
IBKC,RUSSELL2000,Iberiabank Corp
IBM,SP500,
IBOC,RUSSELL2000,International Bancshares Corp
IBP,RUSSELL2000,Installed Building Products I
IBTX,RUSSELL2000,Independent Bank Group Inc
ICD,RUSSELL2000,Independence Contract Drilling Inc
ICE,SP500,
ICFI,RUSSELL2000,Icf International
ICON,RUSSELL2000,Iconix Brand Group
ICUI,RUSSELL2000,Icu Medical
IDA,RUSSELL2000,Idacorp Inc
IDCC,RUSSELL2000,Interdigital
IDRA,RUSSELL2000,Idera Pharmaceuticals
IDT,RUSSELL2000,IDT Corp
IDTI,RUSSELL2000,Integrated Device Technology
IFF,SP500,
IGT,SP500,
IHC,RUSSELL2000,Independence Holding Company
IIIN,RUSSELL2000,Insteel Industries
IILG,RUSSELL2000,Interval Leisure Group
IIVI,RUSSELL2000,Ii-Vi Inc
IL,RUSSELL2000,Intralinks Holdings
IMAX,RUSSELL2000,Imax Corp
IMDZ,RUSSELL2000,Immune Design Corp
IMGN,RUSSELL2000,Immunogen
IMH,RUSSELL2000,Impac Mortgage Holdings
IMKTA,RUSSELL2000,Ingles Markets Inc
IMMR,RUSSELL2000,Immersion Corp
IMMU,RUSSELL2000,Immunomedics
IMN,RUSSELL2000,Imation Corp
IMPR,RUSSELL2000,Imprivata Inc
IMPV,RUSSELL2000,Imperva Inc
INAP,RUSSELL2000,Internap Network Services Corp
INCR,RUSSELL2000,Inc Research Holdings Inc
INDB,RUSSELL2000,Independent Bank
INFI,RUSSELL2000,Infinity Pharmaceuticals
INFN,RUSSELL2000,Infinera Corp
INGN,RUSSELL2000,Inogen Inc
ININ,RUSSELL2000,Interactive Intelligence
INN,RUSSELL2000,Summit Hotel Properties
INO,RUSSELL2000,Inovio Pharmaceuticals
INSM,RUSSELL2000,Insmed Inc
INSY,RUSSELL2000,Insys Therapeutics Inc
INTC,SP500,
INTL,RUSSELL2000,Intl Fcstone Inc
INTU,SP500,
INVN,RUSSELL2000,Invensense Inc
INWK,RUSSELL2000,Innerworkings
IO,RUSSELL2000,ION Geophysical Corp
IOSP,RUSSELL2000,Innospec Inc
IP,SP500,
IPAR,RUSSELL2000,Inter Parfums
IPCC,RUSSELL2000,Infinity Property and Casualty Corp
IPG,SP500,
IPHI,RUSSELL2000,Inphi Corp
IPHS,RUSSELL2000,Innophos Holdings
IPI,RUSSELL2000,Intrepid Potash Inc
IPXL,RUSSELL2000,Impax Laboratories
IQNT,RUSSELL2000,Inteliquent Inc
IR,SP500,
IRBT,RUSSELL2000,Irobot Corp
IRC,RUSSELL2000,Inland Real Estate Corp
IRDM,RUSSELL2000,Iridium Communications Inc
IRET,RUSSELL2000,Investors Real Estate Trust
IRM,SP500,
IRMD,RUSSELL2000,Iradimed Corporation
IRT,RUSSELL2000,Independence Realty Trust Inc
IRWD,RUSSELL2000,Ironwood Pharmaceuticals
ISBC,RUSSELL2000,Investors Bancorp
ISCA,RUSSELL2000,International Speedway Corp
ISIL,RUSSELL2000,Intersil Corp
ISLE,RUSSELL2000,Isle of Capri Casinos
ISRG,SP500,
ISRL,RUSSELL2000,Isramco Inc
ITCI,RUSSELL2000,Intra-Cellular Ther
ITG,RUSSELL2000,Investment Technology Group
ITRI,RUSSELL2000,Itron Inc
ITW,SP500,
IVC,RUSSELL2000,Invacare Corp
IVR,RUSSELL2000,Invesco Mortgage Capital Inc
IVZ,SP500,
IXYS,RUSSELL2000,Ixys Corp
JACK,RUSSELL2000,Jack In The Box Inc
JAKK,RUSSELL2000,Jakks Pacific
JBL,SP500,
JBSS,RUSSELL2000,John B. Sanfilippo & Son
JBT,RUSSELL2000,John Bean Technologies Corp
JCI,SP500,
JCOM,RUSSELL2000,J2 Global Communications Inc
JCP,SP500,
JDS,SP500,
JDSU,SP500,
JEC,SP500,
JGW,RUSSELL2000,Jgwpt Holdings Inc
JIVE,RUSSELL2000,Jive Software Inc
JJSF,RUSSELL2000,J & J Snack Foods
JMBA,RUSSELL2000,Jamba Inc
JMG,RUSSELL2000,Journal Media Group Inc. Commo
JNJ,SP500,
JNPR,SP500,
JNS,RUSSELL2000,Janus Capital Group Inc
JOE,RUSSELL2000,St. Joe Company
JONE,RUSSELL2000,Jones Energy Inc
JOUT,RUSSELL2000,Johnson Outdoors Inc
JOY,SP500,
JPM,SP500,
JRVR,RUSSELL2000,James River Group Holdings Ltd
JWN,SP500,
K,SP500,
KAI,RUSSELL2000,Kadant Inc
KALU,RUSSELL2000,Kaiser Aluminum Corp
KAMN,RUSSELL2000,Kaman Corp
KBAL,RUSSELL2000,Kimball International Inc
KBH,RUSSELL2000,KB Home
KCG,RUSSELL2000,Kcg Holdings Inc
KCLI,RUSSELL2000,Kansas City Life Insurance Company
KE,RUSSELL2000,Kimball Electronics Inc
KEG,RUSSELL2000,Key Energy Services
KELYA,RUSSELL2000,Kelly Services
KERX,RUSSELL2000,Keryx Biopharmaceuticals
KEY,SP500,
KEYW,RUSSELL2000,The Keyw Holding Corp
KFRC,RUSSELL2000,Kforce Inc
KFT,SP500,
KFY,RUSSELL2000,Korn/Ferry International
KIM,SP500,
KIRK,RUSSELL2000,Kirkland's Inc
KITE,RUSSELL2000,Kite Pharma Inc
KKD,RUSSELL2000,Krispy Kreme Doughnuts
KLAC,SP500,
KLXI,RUSSELL2000,Klx Inc
KMB,SP500,
KMG,RUSSELL2000,KMG Chemicals
KMI,SP500,
KMPR,RUSSELL2000,Unitrin
KMX,SP500,
KN,RUSSELL2000,Knowles Corporation Common Stoc
KND,RUSSELL2000,Kindred Healthcare
KNL,RUSSELL2000,Knoll Inc
KNX,RUSSELL2000,Knight Transportation
KO,SP500,
KODK,RUSSELL2000,Eastman Kodak
KONA,RUSSELL2000,Kona Grill
KOP,RUSSELL2000,Koppers Holdings Inc
KOPN,RUSSELL2000,Kopin Corp
KPTI,RUSSELL2000,Karyopharm Therapeutics Inc
KR,SP500,
KRA,RUSSELL2000,Kraton Performance Polymers Inc
KRG,RUSSELL2000,Kite Realty Group Trust
KRNY,RUSSELL2000,Kearny Financial
KRO,RUSSELL2000,Kronos Worldwide Inc
KS,RUSSELL2000,Kapstone Paper and Packaging Corp
KSS,SP500,
KTOS,RUSSELL2000,Kratos Defense & Security Solutions
KTWO,RUSSELL2000,K2M Group Holdings Inc
KVHI,RUSSELL2000,Kvh Industries
KW,RUSSELL2000,Kennedy-Wilson Holdings Inc
KWR,RUSSELL2000,Quaker Chemical Corp
L,SP500,
LABL,RUSSELL2000,Multi-Color Corp
LAD,RUSSELL2000,Lithia Motors
LADR,RUSSELL2000,Ladder Capital Corp
LANC,RUSSELL2000,Lancaster Colony Corp
LAWS,RUSSELL2000,Lawson Products
LBAI,RUSSELL2000,Lakeland Bancorp
LBIO,RUSSELL2000,Lion Biotechnologies Inc
LBY,RUSSELL2000,Libbey Inc
LCI,RUSSELL2000,Lannett Co Inc
LCUT,RUSSELL2000,Lifetime Brands
LDL,RUSSELL2000,Lydall Inc
LDR,RUSSELL2000,Landauer Inc
LDRH,RUSSELL2000,Ldr Holding Corp
LE,RUSSELL2000,Lands' End Inc
LEG,SP500,
LEN,SP500,
LFUS,RUSSELL2000,Littelfuse
LG,RUSSELL2000,Laclede Group
LGIH,RUSSELL2000,LGI Homes Inc
LGND,RUSSELL2000,Ligand Pharmaceuticals Inc
LH,SP500,
LHCG,RUSSELL2000,LHC Group
LHO,RUSSELL2000,Lasalle Hotel Properties
LIFE,BOTH,Atyr Pharma Inc
LION,RUSSELL2000,Fidelity Southern Corp
LIOX,RUSSELL2000,Lionbridge Technologies
LJPC,RUSSELL2000,La Jolla Pharma
LKFN,RUSSELL2000,Lakeland Financial Corp
LL,RUSSELL2000,Lumber Liquidators Holdings Inc
LLL,SP500,
LLNW,RUSSELL2000,Limelight Networks
LLTC,SP500,
LLY,SP500,
LM,SP500,
LMAT,RUSSELL2000,Lemaitre Vascular
LMNR,RUSSELL2000,Limoneira Co
LMNX,RUSSELL2000,Luminex Cor
LMOS,RUSSELL2000,Lumos Networks Corp
LMT,SP500,
LNC,SP500,
LNCE,RUSSELL2000,Snyder's Lance Inc
LNDC,RUSSELL2000,Landec Corp
LNN,RUSSELL2000,Lindsay Corp
LO,SP500,
LOCK,RUSSELL2000,Lifelock Inc
LOCO,RUSSELL2000,El Pollo Loco Holdings Inc
LOGM,RUSSELL2000,Logmein Inc
LOPE,RUSSELL2000,Grand Canyon Education
LORL,RUSSELL2000,Loral Space and Communications
LOW,SP500,
LOXO,RUSSELL2000,Loxo Oncology Inc
LPG,RUSSELL2000,Dorian Lpg Ltd
LPSN,RUSSELL2000,Liveperson Inc
LPX,RUSSELL2000,Louisiana-Pacific Corp
LQ,RUSSELL2000,La Quinta Holdings Inc
LQDT,RUSSELL2000,Liquidity Services
LRCX,SP500,
LRN,RUSSELL2000,K12 Inc
LSCC,RUSSELL2000,Lattice Semiconductor Corp
LSI,SP500,
LTC,RUSSELL2000,Ltc Properties
LTD,SP500,
LTRPA,RUSSELL2000,Liberty Tripadvisor Holdings I
LTS,RUSSELL2000,Ladenburg Thalmann Financial Inc
LTXB,RUSSELL2000,Legacytexas Financial Group Inc
LUK,SP500,
LUV,SP500,
LWAY,RUSSELL2000,Lifeway Foods
LXFT,RUSSELL2000,Luxoft Holding Inc
LXK,SP500,
LXP,RUSSELL2000,Lexington Realty Trust
LXRX,RUSSELL2000,Lexicon Pharmaceuticals
LXU,RUSSELL2000,Lsb Industries Inc
LYTS,RUSSELL2000,Lsi Industries Inc
LZB,RUSSELL2000,La-Z-Boy Inc
M,SP500,
MA,SP500,
MACK,RUSSELL2000,Merrimack Pharmaceuticals Inc
MANH,RUSSELL2000,Manhattan Associates
MANT,RUSSELL2000,Mantech International Corp
MAR,SP500,
MAS,SP500,
MASI,RUSSELL2000,Masimo Corp
MAT,SP500,
MATW,RUSSELL2000,Matthews International Corp
MATX,RUSSELL2000,Matson Inc
MBFI,RUSSELL2000,MB Financial Inc
MBI,RUSSELL2000,MBIA Inc
MBUU,RUSSELL2000,Malibu Boats Inc
MBVT,RUSSELL2000,Merchants Bancshares
MBWM,RUSSELL2000,Mercantile Bank Corp
MC,RUSSELL2000,Moelis
MCD,SP500,
MCF,RUSSELL2000,Contango Oil & Gas Company
MCHP,SP500,
MCHX,RUSSELL2000,Marchex Inc
MCK,SP500,
MCO,SP500,
MCRI,RUSSELL2000,Monarch Casino & Resort
MCS,RUSSELL2000,Marcus Corp
MDAS,RUSSELL2000,Medassets Inc
MDC,RUSSELL2000,M.D.C. Holdings
MDCA,RUSSELL2000,M.D.C. Partners Inc
MDCO,RUSSELL2000,The Medicines Company
MDGN,RUSSELL2000,Medgenics Inc. Common Stock
