ticker,index,name
MDLY,RUSSELL2000,Medley Management Inc
MDP,RUSSELL2000,Meredith Corp
MDR,RUSSELL2000,McDermott International
MDSO,RUSSELL2000,Medidata Solutions
MDT,SP500,
MDXG,RUSSELL2000,Mimedx Group Inc
MED,RUSSELL2000,Medifast Inc
MEG,RUSSELL2000,Media General
MEI,RUSSELL2000,Methode Electronics
MENT,RUSSELL2000,Mentor Graphics Corp
MET,SP500,
METR,RUSSELL2000,Metro Bancorp Inc
MFLX,RUSSELL2000,Multi-Fineline Electronix
MFRM,RUSSELL2000,Mattress Firm Holding Corp
MG,RUSSELL2000,Mistras Group Inc
MGEE,RUSSELL2000,Mge Energy Inc
MGI,RUSSELL2000,Moneygram International
MGLN,RUSSELL2000,Magellan Health Services
MGNX,RUSSELL2000,Macrogenics Inc
MGPI,RUSSELL2000,MGP Ingredients
MGRC,RUSSELL2000,Mcgrath Rentcorp
MHGC,RUSSELL2000,Morgans Hotel Group Co
MHLD,RUSSELL2000,Maiden Hldgs Ltd
MHO,RUSSELL2000,M/I Homes
MHP,SP500,
MIFI,RUSSELL2000,Novatel Wireless
MINI,RUSSELL2000,Mobile Mini
MITT,RUSSELL2000,Ag Mortgage Investment Trust
MJN,SP500,
MKC,SP500,
MKSI,RUSSELL2000,Mks Instruments
MKTO,RUSSELL2000,Marketo Inc
MKTX,RUSSELL2000,Marketaxess Holdings
MLAB,RUSSELL2000,Mesa Laboratories
MLHR,RUSSELL2000,Herman Miller
MLI,RUSSELL2000,Mueller Industries
MLNK,RUSSELL2000,Moduslink Global Solutions Inc
MLR,RUSSELL2000,Miller Industries
MMC,SP500,
MMI,RUSSELL2000,Marcus & Millichap
MMM,SP500,
MMS,RUSSELL2000,Maximus Inc
MMSI,RUSSELL2000,Merit Medical Systems
MNKD,RUSSELL2000,Mannkind Corp
MNR,RUSSELL2000,Monmouth Real Estate Investment Corp
MNRO,RUSSELL2000,Monro Muffler Brake
MNST,SP500,
MNTA,RUSSELL2000,Momenta Pharmaceuticals
MO,SP500,
MOBL,RUSSELL2000,Mobileiron Inc
MOD,RUSSELL2000,Modine Manufacturing Company
MODN,RUSSELL2000,Model N Inc. Common Stock
MOFG,RUSSELL2000,Midwestone Financial Group
MOG-A,RUSSELL2000,Moog Inc
MOH,RUSSELL2000,Molina Healthcare Inc
MOLX,SP500,
MON,SP500,
MORE,RUSSELL2000,Monogram Residential Trust In
MOS,SP500,
MOV,RUSSELL2000,Movado Group Inc
MPAA,RUSSELL2000,Motorcar Parts of America
MPC,SP500,
MPG,RUSSELL2000,Metaldyne Performance Group Inc
MPW,RUSSELL2000,Medical Properties Trust
MPWR,RUSSELL2000,Monolithic Power Systems
MPX,RUSSELL2000,Marine Products Corp
MRC,RUSSELL2000,Mrc Global Inc
MRCY,RUSSELL2000,Mercury Computer Systems
MRIN,RUSSELL2000,Marin Sotfware Incorporated
MRK,SP500,
MRLN,RUSSELL2000,Marlin Business Services
MRO,SP500,
MRTN,RUSSELL2000,Marten Transport
MRTX,RUSSELL2000,Mirati Therapeutics Inc
MS,SP500,
MSA,RUSSELL2000,Msa Safety Inc
MSCC,RUSSELL2000,Microsemi Corp
MSEX,RUSSELL2000,Middlesex Water Company
MSFG,RUSSELL2000,Mainsource Financial Group
MSFT,SP500,
MSI,SP500,
MSTR,RUSSELL2000,Microstrategy Inc
MTB,SP500,
MTDR,RUSSELL2000,Matador Resources Company
MTG,RUSSELL2000,Mgic Investment Corp
MTGE,RUSSELL2000,American Capital Mortgage Inves
MTH,RUSSELL2000,Meritage Corp
MTN,RUSSELL2000,Vail Resorts
MTOR,RUSSELL2000,Arvinmeritor
MTRN,RUSSELL2000,Brush Wellman Inc
MTRX,RUSSELL2000,Matrix Service Company
MTSC,RUSSELL2000,MTS Systems Corp
MTSI,RUSSELL2000,M/A-Com Technology Solutions Ho
MTSN,RUSSELL2000,Mattson Technology
MTX,RUSSELL2000,Minerals Technologies Inc
MTZ,RUSSELL2000,Mastec Inc
MU,SP500,
MUR,SP500,
MW,RUSSELL2000,Men's Wearhouse
MWA,RUSSELL2000,Mueller Water Products
MWV,SP500,
MWW,RUSSELL2000,Monster Worldwide
MXL,RUSSELL2000,Maxlinear Inc
MXPT,RUSSELL2000,Maxpoint Interactive Inc
MYCC,RUSSELL2000,Clubcorp Holdings Inc
MYE,RUSSELL2000,Myers Industries
MYGN,RUSSELL2000,Myriad Genetics
MYL,SP500,
MYRG,RUSSELL2000,Myr Group
NADL,RUSSELL2000,North Atlantic Drilling Ltd. Co
NANO,RUSSELL2000,Nanometrics Inc
NAO,RUSSELL2000,Nordic American Offshore Ltd
NAT,RUSSELL2000,Nordic American Tanker Shipping Ltd
NATL,RUSSELL2000,National Interstate Corp
NATR,RUSSELL2000,Nature's Sunshine Products
NAV,RUSSELL2000,Navistar International Corp
NAVB,RUSSELL2000,Navidea Biopharmaceuticals Inc
NAVG,RUSSELL2000,The Navigators Group
NBBC,RUSSELL2000,Newbridge Bancorp
NBHC,RUSSELL2000,National Bank Holdings Corp
NBIX,RUSSELL2000,Neurocrine Biosciences
NBL,SP500,
NBR,SP500,
NBTB,RUSSELL2000,NBT Bancorp Inc
NC,RUSSELL2000,Nacco Industries
NCI,RUSSELL2000,Navigant Consulting
NCMI,RUSSELL2000,National Cinemedia
NCOM,RUSSELL2000,National Commerce Corp
NCS,RUSSELL2000,NCI Building Systems
NDAQ,SP500,
NDLS,RUSSELL2000,Noodles & Company
NE,SP500,
NEE,SP500,
NEFF,RUSSELL2000,Neff Corp
NEM,SP500,
NEO,RUSSELL2000,Neogenomics Inc
NEOG,RUSSELL2000,Neogen Corp
NEWM,RUSSELL2000,New Media Investment Group Inc
NEWP,RUSSELL2000,Newport Corp
NEWR,RUSSELL2000,New Relic Inc
NEWS,RUSSELL2000,Newstar Financial
NFBK,RUSSELL2000,Northfield Bancorp
NFLX,SP500,
NFX,SP500,
NGHC,RUSSELL2000,National General Holdings Corp
NGS,RUSSELL2000,Natural Gas Services Group
NGVC,RUSSELL2000,Natural Grocers By Vitamin Cottage Inc
NHC,RUSSELL2000,National Healthcare Corp
NHI,RUSSELL2000,National Health Investors
NHTC,RUSSELL2000,Natural Health Trends Corp
NI,SP500,
NILE,RUSSELL2000,Blue Nile Inc
NJR,RUSSELL2000,Newjersey Resources Corp
NKE,SP500,
NKSH,RUSSELL2000,National Bankshares
NKTR,RUSSELL2000,Nektar Therapeutics
NL,RUSSELL2000,NL Industries
NLNK,RUSSELL2000,Newlink Genetics Corp
NLS,RUSSELL2000,Nautilus Group
NM,RUSSELL2000,Navios Maritime Holdings Inc
NMBL,RUSSELL2000,Nimble Storage Inc
NMIH,RUSSELL2000,Nmi Holdings Inc
NNA,RUSSELL2000,Navios Maritime Acquisition Corp
NNBR,RUSSELL2000,NN Inc
NNI,RUSSELL2000,Nelnet Inc
NOC,SP500,
NOG,RUSSELL2000,Northern Oil and Gas
NOV,SP500,
NP,RUSSELL2000,Neenah Paper
NPBC,RUSSELL2000,National Penn Bancshares
NPK,RUSSELL2000,National Presto Industries
NPO,RUSSELL2000,Enpro Industries
NPTN,RUSSELL2000,Neophotonics Corp
NR,RUSSELL2000,Newpark Resources
NRCIA,RUSSELL2000,National Research Corp
NRG,SP500,
NRZ,RUSSELL2000,New Residential Investment Corp
NSA,RUSSELL2000,National Storage Affiliates Tru
NSC,SP500,
NSIT,RUSSELL2000,Insight Enterprises
NSM,RUSSELL2000,Nationstar Mortgage Holdngs I
NSP,RUSSELL2000,Insperity Inc
NSR,RUSSELL2000,Neustar Inc
NSTG,RUSSELL2000,Nanostring Technologies Inc
NTAP,SP500,
NTCT,RUSSELL2000,Netscout Systems
NTGR,RUSSELL2000,Netgear Inc
NTK,RUSSELL2000,Nortek Inc
NTLS,RUSSELL2000,Ntelos Holdings
NTRI,RUSSELL2000,Nutrisystem Inc
NTRS,SP500,
NU,SP500,
NUE,SP500,
NUTR,RUSSELL2000,Nutraceutical International Corp
NUVA,RUSSELL2000,Nuvasive Inc
NVAX,RUSSELL2000,Novavax Inc
NVDA,SP500,
NVEC,RUSSELL2000,Nve Corp
NVEE,RUSSELL2000,Nv5 Holdings Inc
NVIV,RUSSELL2000,Invivo Therapeutics Holdings
NVRO,RUSSELL2000,Nevro Corp
NVTA,RUSSELL2000,Invitae Corp
NWBI,RUSSELL2000,Northwest Bancshares
NWBO,RUSSELL2000,Northwest Biotherapeutics
NWE,RUSSELL2000,Northwestern Corp
NWHM,RUSSELL2000,New Home Co Llc
NWL,SP500,
NWLI,RUSSELL2000,National Western Life Insurance
NWN,RUSSELL2000,Northwest Natural Gas Company
NWPX,RUSSELL2000,Northwest Pipe Company
NWSA,SP500,
NX,RUSSELL2000,Quanex Building Products Corp
NXRT,RUSSELL2000,Nexpoint Residential Trust Inc
NXST,RUSSELL2000,Nexstar Broadcasting Group
NXTM,RUSSELL2000,Nxstage Medical
NYLD,RUSSELL2000,NRG Yield Inc
NYMT,RUSSELL2000,New York Mortgage Trust
NYNY,RUSSELL2000,Empire Resorts
NYRT,RUSSELL2000,New York REIT Inc
NYT,RUSSELL2000,New York Times Company
NYX,SP500,
OAS,RUSSELL2000,Oasis Petroleum Inc
OB,RUSSELL2000,Onebeacon Insurance Group
OCAT,RUSSELL2000,Ocata Therapeutics Inc
OCFC,RUSSELL2000,Oceanfirst Financial
OCLR,RUSSELL2000,Oclaro Inc
OCN,RUSSELL2000,Ocwen Financial Corp
OCUL,RUSSELL2000,Ocular Therapeutix Inc
ODC,RUSSELL2000,Oil-Dri Corporation of America
OFG,RUSSELL2000,Oriental Financial Group
OFIX,RUSSELL2000,Orthofix International N.V.
OFLX,RUSSELL2000,Omega Flex
OGS,RUSSELL2000,One Gas Inc
OI,SP500,
OIS,RUSSELL2000,Oil States International
OKE,SP500,
OKSB,RUSSELL2000,Southwest Bancorp
OLED,RUSSELL2000,Universal Display Corp
OLN,RUSSELL2000,Olin Corp
OLP,RUSSELL2000,One Liberty Properties
OMAM,RUSSELL2000,Om Asset Management Ltd
OMC,SP500,
OMCL,RUSSELL2000,Omnicell Inc
OME,RUSSELL2000,Omega Protein Corp
OMED,RUSSELL2000,Oncomed Pharmaceuticals Inc
OMER,RUSSELL2000,Omeros Corp
OMI,RUSSELL2000,Owens & Minor
OMN,RUSSELL2000,Omnova Solutions Inc
ONB,RUSSELL2000,Old National Bancorp Capital
ONCE,RUSSELL2000,Spark Therapeutics Inc
ONDK,RUSSELL2000,On Deck Capital Inc
ONTY,RUSSELL2000,Oncothyreon Inc
ONVO,RUSSELL2000,Organovo Holdings
OPB,RUSSELL2000,Opus Bank
OPHT,RUSSELL2000,Ophthotech Corp
OPWR,RUSSELL2000,Opower Inc
OPY,RUSSELL2000,Oppenheimer Holdings
ORA,RUSSELL2000,Ormat Technologies
ORBC,RUSSELL2000,Orbcomm Inc
ORC,RUSSELL2000,Orchid Island Capital Inc. Com
ORCL,SP500,
OREX,RUSSELL2000,Orexigen Therapeutics
ORIT,RUSSELL2000,Oritani Financial
ORLY,SP500,
ORN,RUSSELL2000,Orion Marine Group Inc
OSBC,RUSSELL2000,Old Second Bancorp
OSIR,RUSSELL2000,Osiris Therapeutics
OSIS,RUSSELL2000,Osi Systems
OSTK,RUSSELL2000,Overstock.Com
OSUR,RUSSELL2000,Orasure Technologies
OTIC,RUSSELL2000,Otonomy Inc
OTTR,RUSSELL2000,Otter Tail Corp
OUTR,RUSSELL2000,Outerwall Inc
OVAS,RUSSELL2000,Ovascience Inc
OVTI,RUSSELL2000,Omnivision Technologies
OXFD,RUSSELL2000,Oxford Immunotec Global Plc
OXM,RUSSELL2000,Oxford Industries
OXY,SP500,
OZRK,RUSSELL2000,Bank of The Ozarks
PACB,RUSSELL2000,Pacific Biosciences of California
PAHC,RUSSELL2000,Phibro Animal Health Corp
PARR,RUSSELL2000,Par Petroleum Corp
PATK,RUSSELL2000,Patrick Industries
PAYC,RUSSELL2000,Paycom Software Inc
PAYX,SP500,
PB,RUSSELL2000,Prosperity Bancshares
PBCT,SP500,
PBH,RUSSELL2000,Prestige Brand Holdings
PBI,SP500,
PBPB,RUSSELL2000,Potbelly Corp
PBY,RUSSELL2000,Pep Boys-Manny Moe & Jack
PCAR,SP500,
PCBK,RUSSELL2000,Pacific Continental Corporation [Ore]
PCCC,RUSSELL2000,PC Connection
PCG,SP500,
PCH,RUSSELL2000,Potlatch Corp
PCL,SP500,
PCLN,SP500,
PCO,RUSSELL2000,Pendrell Corp
PCP,SP500,
PCRX,RUSSELL2000,Pacira Pharmaceuticals
PCS,SP500,
PCTY,RUSSELL2000,Paylocity Holding Corp
PCYG,RUSSELL2000,Park City Group
PDCE,RUSSELL2000,Pdc Energy Inc
PDCO,SP500,
PDFS,RUSSELL2000,Pdf Solutions Inc
PDLI,RUSSELL2000,Pdl Biopharma
PDVW,RUSSELL2000,Pacific Datavision Inc
PE,RUSSELL2000,Parsley Energy
PEB,RUSSELL2000,Pebblebrook Hotel Trust
PEBO,RUSSELL2000,Peoples Bancorp Inc
PEG,SP500,
PEGA,RUSSELL2000,Pegasystems Inc
PEGI,RUSSELL2000,Pattern Energy Group Inc
PEI,RUSSELL2000,Pennsylvania Real Estate Investment
PEIX,RUSSELL2000,Pacific Ethanol
PENN,RUSSELL2000,Penn National Gaming
PEP,SP500,
PERY,RUSSELL2000,Perry Ellis International Inc
PES,RUSSELL2000,Pioneer Energy Services Corp
PETS,RUSSELL2000,Petmed Express
PETX,RUSSELL2000,Aratana Therapeutics Inc
PFBC,RUSSELL2000,Preferred Bank
PFE,SP500,
PFG,SP500,
PFIS,RUSSELL2000,Peoples Finl Svcs Co
PFNX,RUSSELL2000,Pfenex Inc
PFPT,RUSSELL2000,Proofpoint Inc
PFS,RUSSELL2000,Provident Financial Services
PFSI,RUSSELL2000,Pennymac Financial Services In
PFSW,RUSSELL2000,Pfsweb Inc
PG,SP500,
PGC,RUSSELL2000,Peapack-Gladstone Financial Corp
PGEM,RUSSELL2000,Ply Gem Holdings Inc
PGND,RUSSELL2000,Pga Holdings Inc
PGNX,RUSSELL2000,Progenics Pharmaceuticals Inc
PGR,SP500,
PGTI,RUSSELL2000,Pgt Industries
PH,SP500,
PHH,RUSSELL2000,Phh Corp
PHIIK,RUSSELL2000,PHI Inc
PHM,SP500,
PHX,RUSSELL2000,Panhandle Royalty Company
PICO,RUSSELL2000,Pico Holdings Inc
PIR,RUSSELL2000,Pier 1 Imports
PJC,RUSSELL2000,Piper Jaffray Companies
PKD,RUSSELL2000,Parker Drilling Company
PKE,RUSSELL2000,Park Electrochemical Corp
PKI,SP500,
PKOH,RUSSELL2000,Park-Ohio Holdings
PKY,RUSSELL2000,Parkway Properties
PLAB,RUSSELL2000,Photronics
PLAY,RUSSELL2000,Dave and Buster's Entertainment
PLCE,RUSSELL2000,The Children's Place Retail Stores
PLCM,RUSSELL2000,Polycom Inc
PLD,SP500,
PLKI,RUSSELL2000,Popeyes Louisiana Kitchen Inc
PLL,SP500,
PLOW,RUSSELL2000,Douglas Dynamics
PLPC,RUSSELL2000,Preformed Line Products Company
PLT,RUSSELL2000,Plantronics
PLUG,RUSSELL2000,Plug Power Inc
PLUS,RUSSELL2000,Eplus Inc
PLXS,RUSSELL2000,Plexus Corp
PM,SP500,
PMC,RUSSELL2000,Pharmerica Corp
PMT,RUSSELL2000,Pennymac Mortgage Investment Trust
PN,RUSSELL2000,Patriot National Inc
PNC,SP500,
PNFP,RUSSELL2000,Pinnacle Financial Partners
PNK,RUSSELL2000,Pinnacle Entertainment
PNM,RUSSELL2000,PNM Resources Inc
PNW,SP500,
PNY,RUSSELL2000,Piedmont Natural Gas Company
PODD,RUSSELL2000,Insulet Corp
POL,RUSSELL2000,Polyone Corp
POM,SP500,
POOL,RUSSELL2000,Pool Corp
POR,RUSSELL2000,Portland General Electric Company
POST,RUSSELL2000,Post Holdings Inc
POWI,RUSSELL2000,Power Integrations
POWL,RUSSELL2000,Powell Industries
POWR,RUSSELL2000,Powersecure International Inc
POZN,RUSSELL2000,Pozen Inc
PPBI,RUSSELL2000,Pacific Premier Bancorp Inc
PPG,SP500,
PPHM,RUSSELL2000,Peregrine Pharmaceuticals Inc
PPL,SP500,
PRAA,RUSSELL2000,Portfolio Recovery Associates
PRAH,RUSSELL2000,Pra Health Sciences Inc
PRFT,RUSSELL2000,Perficient Inc
PRGO,SP500,
PRGS,RUSSELL2000,Progress Software Corp
PRI,RUSSELL2000,Primerica Inc
PRIM,RUSSELL2000,Primoris Services Corp
PRK,RUSSELL2000,Park National Corp
PRLB,RUSSELL2000,Proto Labs Inc
PRO,RUSSELL2000,Pros Holdings
PRSC,RUSSELL2000,The Providence Service Corp
PRTA,RUSSELL2000,Prothena Corporation Plc
PRTK,RUSSELL2000,Paratek Pharmaceuticals Inc
PRTO,RUSSELL2000,Proteon Therapeutics Inc
PRTY,RUSSELL2000,Party City Holdco Inc
PRU,SP500,
PRXL,RUSSELL2000,Parexel International Corp
PSA,SP500,
PSB,RUSSELL2000,Business Parks
PSG,RUSSELL2000,Performance Sports Group Ltd
PSIX,RUSSELL2000,Power Solutions Inte
PSMT,RUSSELL2000,Pricesmart Inc
PSTB,RUSSELL2000,Park Sterling Bank
PSX,SP500,
PTCT,RUSSELL2000,Ptc Therapeutics Inc
PTLA,RUSSELL2000,Portola Pharmaceuticals Inc
PTSI,RUSSELL2000,P.A.M. Transportation Services
PTX,RUSSELL2000,Pernix Therapeutics Holdings Inc
PVA,RUSSELL2000,Penn Virginia Corp
PVTB,RUSSELL2000,Privatebancorp
PWOD,RUSSELL2000,Penns Woods Bancorp
PWR,SP500,
PX,SP500,
PXD,SP500,
PZN,RUSSELL2000,Pzena Investment Management Inc
PZZA,RUSSELL2000,Papa John's International
QADA,RUSSELL2000,Qad Inc
QCOM,SP500,
QCRH,RUSSELL2000,Qcr Holdings
QDEL,RUSSELL2000,Quidel Corp
QEP,SP500,
QLGC,RUSSELL2000,Qlogic Corp
QLIK,RUSSELL2000,Qlik Technologies Inc
QLYS,RUSSELL2000,Qualys Inc
QNST,RUSSELL2000,Quinstreet Inc
QSII,RUSSELL2000,Quality Systems
QTM,RUSSELL2000,Quantum Corp
QTS,RUSSELL2000,Qts Realty Trust Inc
QTWO,RUSSELL2000,Q2 Holdings Inc
QUAD,RUSSELL2000,Quad Graphics Inc
R,SP500,
RAI,SP500,
RAIL,RUSSELL2000,Freightcar America
RARE,RUSSELL2000,Ultragenyx Pharmaceutical Inc
RAS,RUSSELL2000,Rait Financial Trust
RATE,RUSSELL2000,Bankrate Inc
RAVN,RUSSELL2000,Raven Industries
RBCAA,RUSSELL2000,Republic Bancorp
RCAP,RUSSELL2000,RCS Capital Corp
RCII,RUSSELL2000,Rent-A-Center Inc
RDC,SP500,
RDEN,RUSSELL2000,Elizabeth Arden
RDI,RUSSELL2000,Reading International Inc
RDN,RUSSELL2000,Radian Group Inc
RDNT,RUSSELL2000,Radnet Inc
RDUS,RUSSELL2000,Radius Health Inc
RECN,RUSSELL2000,Resources Connection
REGI,RUSSELL2000,Renewable Energy Group Inc
REI,RUSSELL2000,Ring Energy Inc
REIS,RUSSELL2000,Reis Inc
RELY,RUSSELL2000,Signature Group
RENT,RUSSELL2000,Rentrak Corp
RESI,RUSSELL2000,Altisource Residential Corporat
REV,RUSSELL2000,Revlon Inc
REX,RUSSELL2000,Rex American Resources Corporation
REXI,RUSSELL2000,Resource America
REXR,RUSSELL2000,Rexford Industrial Realty Inc
REXX,RUSSELL2000,Rex Energy Corp
RF,SP500,
RGEN,RUSSELL2000,Repligen Corp
RGLS,RUSSELL2000,Regulus Therapeutics Inc
RGR,RUSSELL2000,Sturm Ruger & Company
RGS,RUSSELL2000,Regis Corp
RH,RUSSELL2000,Restoration Hardware Holdings
RHI,SP500,
RHP,RUSSELL2000,Gaylord Entertainment Company
RHT,SP500,
RIGL,RUSSELL2000,Rigel Pharmaceuticals
RJET,RUSSELL2000,Republic Airways Holdings
RKDA,RUSSELL2000,Arcadia Biosciences Inc
RKUS,RUSSELL2000,Ruckus Wireless Inc
RL,SP500,
RLD,RUSSELL2000,Reald Inc
RLGT,RUSSELL2000,Radiant Logistics
RLI,RUSSELL2000,Rli Corp
RLJ,RUSSELL2000,Rlj Lodging Trust
RLYP,RUSSELL2000,Relypsa Inc
RM,RUSSELL2000,Regional Managment Corp
RMAX,RUSSELL2000,Re/Max Holdings Inc
RMBS,RUSSELL2000,Rambus Inc
RMTI,RUSSELL2000,Rockwell Medical Technologies
RNET,RUSSELL2000,Rignet Inc
RNG,RUSSELL2000,Ringcentral Inc
RNST,RUSSELL2000,Renasant Corp
RNWK,RUSSELL2000,Realnetworks
ROCK,RUSSELL2000,Gibraltar Industries
ROG,RUSSELL2000,Rogers Corp
ROIC,RUSSELL2000,Retail Opportunity Investments
ROK,SP500,
ROLL,RUSSELL2000,RBC Bearings Inc
ROP,SP500,
ROST,SP500,
ROVI,RUSSELL2000,Rovi Corp
ROX,RUSSELL2000,Castle Brands
RP,RUSSELL2000,Realpage Inc
RPT,RUSSELL2000,Ramco-Gershenson Properties Trust
RPTP,RUSSELL2000,Raptor Pharmaceutical
RPXC,RUSSELL2000,Rpx Corp
RRC,SP500,
RRD,SP500,
RRGB,RUSSELL2000,Red Robin Gourmet Burgers
RRTS,RUSSELL2000,Roadrunner Transportation Systems Inc
RSE,RUSSELL2000,Rouse Properties Inc. Common S
RSG,SP500,
RSO,RUSSELL2000,Resource Capital
RSPP,RUSSELL2000,Rsp Permian Inc
RSTI,RUSSELL2000,Rofin-Sinar Technologies
RT,RUSSELL2000,Ruby Tuesday
RTEC,RUSSELL2000,Rudolph Technologies
RTIX,RUSSELL2000,Rti Biologics
RTK,RUSSELL2000,Rentech Inc
RTN,SP500,
RTRX,RUSSELL2000,Retrophin Inc
RUBI,RUSSELL2000,The Rubicon Project Inc
RUSHA,RUSSELL2000,Rush Enterprises
RUTH,RUSSELL2000,Ruth's Hospitality Group
RVNC,RUSSELL2000,Revance Therapeutics Inc
RWT,RUSSELL2000,Redwood Trust
RXDX,RUSSELL2000,Ignyta Inc
RXN,RUSSELL2000,Rexnord Corp
RYAM,RUSSELL2000,Rayonier Advanced Materials Inc
RYI,RUSSELL2000,Ryerson Holding Corp
S,SP500,
SAAS,RUSSELL2000,Incontact
SAFM,RUSSELL2000,Sanderson Farms
SAFT,RUSSELL2000,Safety Insurance Group
SAGE,RUSSELL2000,Sage Therapeutics Inc
SAH,RUSSELL2000,Sonic Automotive
SAI,SP500,
SAIA,RUSSELL2000,Saia Inc
SAIC,RUSSELL2000,Science Applications Internatio
SALE,RUSSELL2000,Retailmenot Inc
SALT,RUSSELL2000,Scorpio Bulkers Inc. Common Sto
SAM,RUSSELL2000,Boston Beer Company
SANM,RUSSELL2000,Sanmina-Sci Corp
SASR,RUSSELL2000,Sandy Spring Bancorp
SB,RUSSELL2000,Safe Bulkers Inc
SBCF,RUSSELL2000,Seacoast Banking Corporation of Florida
SBGI,RUSSELL2000,Sinclair Broadcast Group
SBRA,RUSSELL2000,Sabra Healthcare REIT Inc
SBSI,RUSSELL2000,Southside Bancshares
SBUX,SP500,
SBY,RUSSELL2000,Silver Bay Realty Trust Corp
SCAI,RUSSELL2000,Surgical Care Affiliates Inc
SCG,SP500,
SCHL,RUSSELL2000,Scholastic Corp
SCHN,RUSSELL2000,Schnitzer Steel Industries
SCHW,SP500,
SCL,RUSSELL2000,Stepan Company
SCLN,RUSSELL2000,Sciclone Pharmaceuticals
SCMP,RUSSELL2000,Sucampo Pharmaceuticals
SCOR,RUSSELL2000,Comscore Inc
SCS,RUSSELL2000,Steelcase Inc
SCSC,RUSSELL2000,Scansource Inc
SCSS,RUSSELL2000,Select Comfort Corp
SCVL,RUSSELL2000,Shoe Carnival
SE,SP500,
SEAC,RUSSELL2000,Seachange International
SEAS,RUSSELL2000,Seaworld Entertainment Inc. Co
SEB,RUSSELL2000,Seaboard Corp
SEE,SP500,
SEM,RUSSELL2000,Select Medical Holdings Corp
SEMG,RUSSELL2000,Semgroup Corp
SENEA,RUSSELL2000,Seneca Foods
SF,RUSSELL2000,Stifel Financial Corp
SFBS,RUSSELL2000,Servisfirst Bancshares Inc
SFE,RUSSELL2000,Safeguard Scientifics
SFL,RUSSELL2000,Ship Finance International
SFLY,RUSSELL2000,Shutterfly
SFNC,RUSSELL2000,Simmons First National Corp
SFS,RUSSELL2000,Smart
SFXE,RUSSELL2000,Sfx Entertainment Inc
SGA,RUSSELL2000,Saga Communications
SGBK,RUSSELL2000,Stonegate Bank [Fl]
SGC,RUSSELL2000,Superior Uniform Group
SGI,RUSSELL2000,Silicon Graphics International Corp
SGM,RUSSELL2000,Stonegate Mortgage Corp
SGMO,RUSSELL2000,Sangamo Biosciences
SGMS,RUSSELL2000,Scientific Games Corp
SGNT,RUSSELL2000,Sagent Pharmaceuticals Inc
SGY,RUSSELL2000,Stone Energy Corp
SGYP,RUSSELL2000,Synergy Pharmaceuticals Inc
SHAK,RUSSELL2000,Shake Shack Inc
SHEN,RUSSELL2000,Shenandoah Telecommunications Co
SHLD,SP500,
SHLM,RUSSELL2000,A. Schulman
SHO,RUSSELL2000,Sunstone Hotel Investors
SHOO,RUSSELL2000,Steven Madden
SHOR,RUSSELL2000,Shoretel Inc
SHW,SP500,
SIAL,SP500,
SIEN,RUSSELL2000,Sientra Inc
SIGI,RUSSELL2000,Selective Insurance Group
SIGM,RUSSELL2000,Sigma Designs
SIR,RUSSELL2000,Select Income REIT Common Share
SIXD,RUSSELL2000,6D Global Technologies Inc
SJI,RUSSELL2000,South Jersey Industries
SJM,SP500,
SJW,RUSSELL2000,SJW Corp
SKUL,RUSSELL2000,Skullcandy Inc
SKYW,RUSSELL2000,Skywest Inc
SLAB,RUSSELL2000,Silicon Laboratories
SLB,SP500,
SLCA,RUSSELL2000,U.S. Silica Holdings Inc
SLM,SP500,
SMCI,RUSSELL2000,Super Micro Computer
SMP,RUSSELL2000,Standard Motor Products
SMRT,RUSSELL2000,Stein Mart Inc
SMTC,RUSSELL2000,Semtech Corp
SN,RUSSELL2000,Sanchez Energy Corp
SNA,SP500,
SNAK,RUSSELL2000,Inventure Foods
SNBC,RUSSELL2000,Sun Bancorp
SNC,RUSSELL2000,State National Companies Inc
SNCR,RUSSELL2000,Synchronoss Technologies
SNDK,SP500,
SNHY,RUSSELL2000,Sun Hydraulics Corp
SNI,SP500,
SNMX,RUSSELL2000,Senomyx Inc
SNOW,RUSSELL2000,Intrawest Resorts Holdings Inc
SNR,RUSSELL2000,New Senior Investment Group Inc
SNTA,RUSSELL2000,Synta Pharmaceuticals
SNX,RUSSELL2000,Synnex Corp
SO,SP500,
SONC,RUSSELL2000,Sonic Corp
SONS,RUSSELL2000,Sonus Networks
SP,RUSSELL2000,SP Plus Corporation
SPA,RUSSELL2000,Sparton Corp
SPG,SP500,
SPKE,RUSSELL2000,Spark Energy Inc
SPLS,SP500,
SPNC,RUSSELL2000,The Spectranetics Corp
SPNS,RUSSELL2000,Sapiens International Corporation N.V.
SPOK,RUSSELL2000,Spok Holdings Inc
SPPI,RUSSELL2000,Spectrum Pharmaceuticals
SPSC,RUSSELL2000,Sps Commerce
SPTN,RUSSELL2000,Spartan Stores
SPWH,RUSSELL2000,Sportsman'S Warehouse Holdi
SQBG,RUSSELL2000,Sequential Brands Group Inc
SQI,RUSSELL2000,Sciquest Inc
SQNM,RUSSELL2000,Sequenom Inc
SRCE,RUSSELL2000,1St Source Corp
SRCL,SP500,
SRDX,RUSSELL2000,Surmodics Inc
SRE,SP500,
SREV,RUSSELL2000,Servicesource International In
SRI,RUSSELL2000,Stoneridge Inc
SRNE,RUSSELL2000,Sorrento Therapeutics
